,iso,glcode,name,lat,lon,genus,family,macroarea,country,tea,level,from
21,acv,achu1247,Achumawi,41.5,-121.0,Palaihnihan,Hokan,North America,US,,language,wals1
22,guq,ache1246,Aché,-25.25,-55.1666666667,Tupi-Guaraní,Tupian,South America,PY,,language,wals1
23,acr,quic1275,Achí,15.1666666667,-90.5,Mayan,Mayan,North America,GT,,language,wals1
24,kjq,west2632,Acoma,34.9166666667,-107.583333333,Keresan,Keresan,North America,US,,language,wals1
25,ads,adam1238,Adamorobe Sign Language,5.83333333333,-0.166666666667,Sign Languages,other,Africa,GH,,language,wals1
26,adn,adan1251,Adang,-8.2,124.0,Greater Alor,Timor-Alor-Pantar,Papunesia,ID,,language,wals1
27,adj,adio1239,Adioukrou,5.41666666667,-4.58333333333,Kwa,Niger-Congo,Africa,CI,,language,wals1
28,ady,adyg1241,Adyghe (Abzakh),45.2333333333,40.5833333333,Northwest Caucasian,Northwest Caucasian,Eurasia,RU,,language,wals1
29,ady,adyg1241,Adyghe (Shapsugh),45.0,38.75,Northwest Caucasian,Northwest Caucasian,Eurasia,RU,,language,wals1
30,ady,adyg1241,Adyghe (Temirgoy),45.2166666667,39.7,Northwest Caucasian,Northwest Caucasian,Eurasia,RU,,language,wals1
31,adt,adny1235,Adynyamathanha,-30.5,139.5,Central Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
32,adz,adze1240,Adzera,-6.25,146.25,Oceanic,Austronesian,Papunesia,PG,,language,wals1
33,awi,aeky1238,Aekyom,-5.75,141.416666667,Awin-Pare,Awin-Pare,Papunesia,PG,,language,wals1
