,iso,glcode,name,lat,lon,genus,family,macroarea,country,tea,level,from
612,kbv,dera1245,Dla (Menggwa),-3.55,141.033333333,Senagi,Senagi,Papunesia,PG,,language,wals1
613,kbv,dera1245,Dla (Proper),-3.58333333333,141.0,Senagi,Senagi,Papunesia,PG ID,,language,wals1
614,kvo,dobe1238,Dobel,-6.25,134.666666667,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,language,wals1
615,dgo,indo1311,Dogri,33.0,75.0,Indic,Indo-European,Eurasia,IN,,language,wals1
616,ngc,ngom1268,Doko,3.0,23.0833333333,Bantoid,Niger-Congo,Africa,CD,,language,wals1
617,dlg,dolg1241,Dolgan,71.25,98.0,Turkic,Altaic,Eurasia,RU,,language,wals1
618,dmk,,Domaaki,36.1666666667,74.0,,,Eurasia,,,language,wals2
619,rmt,doma1258,Domari,32.0,35.0,Indic,Indo-European,Eurasia,IR JO IL,,language,wals1
620,kmc,sout2741,Dong,27.0,109.0,Kam-Tai,Tai-Kadai,Eurasia,CN,,language,wals1
621,kmc,,Dong (Southern),27.0,109.0,,,Eurasia,,,language,wals2
622,doo,dong1290,Dongo,3.0,30.0,Ubangi,Niger-Congo,Africa,CD,,language,wals1
623,dds,donn1238,Donno So,14.3333333333,-3.58333333333,Dogon,Dogon,Africa,BF ML,,language,wals1
624,tds,dout1240,Doutai,-3.33333333333,138.166666667,Lakes Plain,Lakes Plain,Papunesia,ID,,language,wals1
625,dow,doya1240,Doyayo,8.66666666667,13.0833333333,Adamawa,Niger-Congo,Africa,CM,,language,wals1
626,dhv,dehu1237,Drehu,-21.0,167.25,Oceanic,Austronesian,Papunesia,NC,,language,wals1
627,dua,dual1243,Duala,4.0,9.41666666667,Bantoid,Niger-Congo,Africa,CM,2 Words derived from Min Nan Chinese te,language,wals1
628,dud,huns1239,Duka,11.1666666667,5.08333333333,Kainji,Niger-Congo,Africa,NG,,language,wals1
629,gwd,gaww1239,Dullay (Gollango),5.5,37.25,Lowland East Cushitic,Afro-Asiatic,Africa,ET,,language,wals1
630,duu,drun1238,Dulong,28.0,98.3333333333,Nungish,Sino-Tibetan,Eurasia,CN,,language,wals1
631,dma,duma1253,Duma,-0.95,13.0,Bantoid,Niger-Congo,Africa,GA,,language,wals1
632,dgc,casi1235,Dumagat (Casiguran),16.3333333333,122.0,Northern Luzon,Austronesian,Papunesia,PH,,language,wals1
633,dmk,doma1260,Dumaki,36.1666666667,74.0,Indic,Indo-European,Eurasia,PK,,language,wals1
634,dus,dumi1241,Dumi,27.25,86.6666666667,Mahakiranti,Sino-Tibetan,Eurasia,NP,,language,wals1
635,vam,vani1248,Dumo,-2.68333333333,141.3,Western Skou,Skou,Papunesia,PG,,language,wals1
636,duc,duna1248,Duna,-5.5,142.5,Duna,Trans-New Guinea,Papunesia,PG,,language,wals1
637,nld,dutc1256,Dutch,52.5,6.0,Germanic,Indo-European,Eurasia,NL,2 Words derived from Min Nan Chinese te,language,wals1
638,nld,dutc1256,Dutch (Brabantic),50.75,4.5,Germanic,Indo-European,Eurasia,BE,,language,wals1
639,nld,dutc1256,Dutch (Limburg),51.0,5.5,Germanic,Indo-European,Eurasia,BE,,language,wals1
640,zea,zeeu1238,Dutch (Zeeuws),51.5,3.75,Germanic,Indo-European,Eurasia,NL BE,,language,wals1
641,dyi,djim1235,Dyimini,8.41666666667,-4.41666666667,Gur,Niger-Congo,Africa,CI,,language,wals1
642,dbl,dyir1250,Dyirbal,-17.8333333333,145.583333333,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
643,dyu,dyul1238,Dyula,9.83333333333,-4.66666666667,Western Mande,Mande,Africa,ML BF CI,,language,wals1
644,kwa,daww1239,Dâw,-0.25,-67.0833333333,Nadahup,Nadahup,South America,BR,,language,wals1
645,igb,ebir1243,Ebira,8.16666666667,7.0,Nupoid,Niger-Congo,Africa,NG,,language,wals1
646,etr,edol1239,Edolo,-6.16666666667,142.666666667,Bosavi,Bosavi,Papunesia,PG,,language,wals1
647,erk,sout2856,Efate (South),-17.75,168.416666667,Oceanic,Austronesian,Papunesia,VU,,language,wals1
648,efi,efik1245,Efik,4.91666666667,8.5,Cross River,Niger-Congo,Africa,NG,,language,wals1
649,ega,egaa1242,Ega,5.5,-5.5,Kwa,Niger-Congo,Africa,CI,,language,wals1
650,eip,eipo1242,Eipo,-4.33333333333,140.083333333,Mek,Trans-New Guinea,Papunesia,ID,,language,wals1
651,etu,ejag1239,Ejagham,5.41666666667,8.66666666667,Bantoid,Niger-Congo,Africa,NG CM,,language,wals1
652,ekg,ekar1243,Ekari,-3.83333333333,135.5,Wissel Lakes-Kemandoga,Trans-New Guinea,Papunesia,ID,,language,wals1
653,eko,koti1238,Ekoti,-16.5,39.5,Bantoid,Niger-Congo,Africa,MZ,,language,wals1
654,mrf,else1239,Elseng,-3.0,140.5,Morwap,Morwap,Papunesia,ID,,language,wals1
655,ema,emai1241,Emai,7.08333333333,5.91666666667,Edoid,Niger-Congo,Africa,NG,,language,wals1
656,emb,emba1238,Embaloh,1.16666666667,112.333333333,South Sulawesi,Austronesian,Papunesia,ID,,language,wals1
657,cmi,embe1262,Embera Chami,5.0,-76.0,Choco,Choco,South America,CO,,language,wals1
658,emp,nort2972,Emberá (Northern),6.83333333333,-77.1666666667,Choco,Choco,South America,PA CO,,language,wals1
659,amy,amii1238,Emmi,-13.5,130.0,Wagaydy,Western Daly,Australia,AU,,language,wals1
660,enh,enet1250,Enets,67.5,86.5,Samoyedic,Uralic,Eurasia,RU,,language,wals1
661,enq,enga1252,Enga,-5.5,143.666666667,Engan,Trans-New Guinea,Papunesia,PG,,language,wals1
662,enn,enge1239,Engenni,5.16666666667,6.38333333333,Edoid,Niger-Congo,Africa,NG,,language,wals1
663,eno,engg1245,Enggano,-5.41666666667,102.25,Enggano,Austronesian,Papunesia,ID,,language,wals1
664,eng,stan1293,English,52.0,0.0,Germanic,Indo-European,Eurasia,GB IE,2 Words derived from Min Nan Chinese te,language,wals1
665,gey,enya1247,Enya,-0.5,25.25,Bantoid,Niger-Congo,Africa,CD,,language,wals1
666,sja,epen1239,Epena Pedee,3.0,-77.0,Choco,Choco,South America,CO,,language,wals1
667,erg,siee1239,Erromangan,-18.8333333333,169.166666667,Oceanic,Austronesian,Papunesia,VU,,language,wals1
668,ese,esee1248,Ese Ejja,-11.0,-66.0,Tacanan,Tacanan,South America,PE BO,,language,wals1
669,,atac1235,Esmeraldeño,0.333333333333,-79.8333333333,Tacame,Tacame,South America,EC,,language,wals1
670,esq,esse1238,Esselen,36.25,-121.75,Esselen,Esselen,North America,US,,language,wals1
671,est,esto1258,Estonian,59.0,26.0,Finnic,Uralic,Eurasia,EE,2 Words derived from Min Nan Chinese te,language,wals1
672,ets,yekh1238,Etsako,7.25,6.5,Edoid,Niger-Congo,Africa,NG,,language,wals1
673,opt,opat1246,Eudeve,29.1666666667,-109.666666667,Cahita,Uto-Aztecan,North America,MX,,language,wals1
674,eve,even1260,Even,68.0,130.0,Tungusic,Altaic,Eurasia,RU,1 Words derived from Sinitic cha,language,wals1
675,evn,even1259,Evenki,56.0,125.0,Tungusic,Altaic,Eurasia,RU,1 Words derived from Sinitic cha,language,wals1
676,ewe,ewee1241,Ewe,6.33333333333,0.416666666667,Kwa,Niger-Congo,Africa,TG GH,2 Words derived from Min Nan Chinese te,language,wals1
677,ewe,ewee1241,Ewe (Anglo),6.0,1.0,Kwa,Niger-Congo,Africa,GH,,language,wals1
678,ewo,ewon1239,Ewondo,4.0,12.0,Bantoid,Niger-Congo,Africa,CM,2 Words derived from Min Nan Chinese te,language,wals1
679,eya,eyak1241,Eyak,60.5,-145.0,Eyak,Na-Dene,North America,US,,language,wals1
680,fao,faro1244,Faroese,62.0,-7.0,Germanic,Indo-European,Eurasia,DK,,language,wals1
681,faa,fasu1242,Fasu,-6.58333333333,143.333333333,Fasu,Trans-New Guinea,Papunesia,PG,,language,wals1
682,fmp,fefe1239,Fe'fe',5.25,10.1666666667,Bantoid,Niger-Congo,Africa,CM,,language,wals1
683,fij,fiji1243,Fijian,-17.8333333333,178.0,Oceanic,Austronesian,Papunesia,FJ,,language,wals1
684,wyy,west2519,Fijian (Wayan),-17.0,177.3,Oceanic,Austronesian,Papunesia,FJ,,language,wals1
685,fin,finn1318,Finnish,62.0,25.0,Finnic,Uralic,Eurasia,FI,2 Words derived from Min Nan Chinese te,language,wals1
686,fse,finn1310,Finnish Sign Language,62.0,26.0,Sign Languages,other,Eurasia,FI,,language,wals1
687,kng,koon1244,Fiote,-5.5,14.0,Bantoid,Niger-Congo,Africa,CD,,language,wals1
688,foi,foii1241,Foe,-6.5,143.5,Kutubuan,Trans-New Guinea,Papunesia,PG,,language,wals1
689,ppo,folo1238,Folopa,-7.0,144.5,Teberan,Teberan-Pawaian,Papunesia,PG,,language,wals1
690,fon,fonn1241,Fongbe,6.41666666667,2.16666666667,Kwa,Niger-Congo,Africa,BJ,,language,wals1
691,frd,ford1242,Fordata,-6.75,131.5,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,language,wals1
692,for,fore1270,Fore,-6.75,145.5,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,language,wals1
693,sac,mesk1242,Fox,43.0,-83.0,Algonquian,Algic,North America,US,,language,wals1
694,fra,stan1290,French,48.0,2.0,Romance,Indo-European,Eurasia,CH FR,2 Words derived from Min Nan Chinese te,language,wals1
695,frs,east2288,Frisian,53.0,5.0,Germanic,Indo-European,Eurasia,DE NL,,language,wals1
696,frs,east2288,Frisian (Eastern),53.5833333333,7.5,Germanic,Indo-European,Eurasia,DE,,language,wals1
697,frr,nort2626,Frisian (North),54.5,9.0,Germanic,Indo-European,Eurasia,DE,,language,wals1
698,fry,west2354,Frisian (Western),53.0,6.0,Germanic,Indo-European,Eurasia,NL,,language,wals1
699,fuh,west2454,Ful (Liptako),13.5,0.5,Northern Atlantic,Niger-Congo,Africa,BF,3 Others,language,wals1
700,fuh,west2454,Fula (Burkina Faso),14.0,0.0,Northern Atlantic,Niger-Congo,Africa,BF,,language,wals1
701,fub,adam1253,Fula (Cameroonian),9.16666666667,13.5,Northern Atlantic,Niger-Congo,Africa,CM,1 Words derived from Sinitic cha,language,wals1
702,fuf,pula1262,Fula (Guinean),11.5,-12.5,Northern Atlantic,Niger-Congo,Africa,GN,,language,wals1
703,fuc,pula1263,Fula (Mauritanian),16.5,-13.75,Northern Atlantic,Niger-Congo,Africa,MR,,language,wals1
704,fuv,nige1253,Fula (Nigerian),8.16666666667,10.5,Northern Atlantic,Niger-Congo,Africa,NG,,language,wals1
705,fuc,pula1263,Fula (Senegal),15.0,-14.0,Northern Atlantic,Niger-Congo,Africa,SN,,language,wals1
706,fub,adam1253,Fulani (Gombe),10.25,11.25,Northern Atlantic,Niger-Congo,Africa,NG,,language,wals1
707,fub,,Fulfulde (Adamawa),9.16666666667,13.5,,,Africa,,,language,wals2
708,ffm,maas1239,Fulfulde (Maasina),15.0,-5.0,Northern Atlantic,Niger-Congo,Africa,ML,,language,wals1
709,fuv,,Fulfulde (Nigerian),10.25,11.25,,,Africa,,,language,wals2
710,fun,fuln1247,Fulniô,-8.0,-37.5,Yatê,Yatê,South America,BR,,language,wals1
711,fvr,furr1244,Fur,13.5,25.0,Fur,Fur,Africa,SD,,language,wals1
712,fud,east2447,Futuna (East),-14.3333333333,-178.166666667,Oceanic,Austronesian,Papunesia,WF,,language,wals1
713,fut,futu1245,Futuna-Aniwa,-19.5333333333,170.216666667,Oceanic,Austronesian,Papunesia,VU,,language,wals1
714,cdo,mind1253,Fuzhou,26.0,119.5,Chinese,Sino-Tibetan,Eurasia,MY TH CN,,language,wals1
715,pym,fyam1238,Fyem,9.58333333333,9.33333333333,Platoid,Niger-Congo,Africa,NG,,language,wals1
716,gqa,gaan1243,Ga'anda,10.3333333333,12.5833333333,Biu-Mandara,Afro-Asiatic,Africa,NG,,language,wals1
717,gbu,gaga1251,Gaagudju,-12.5833333333,132.833333333,Gaagudju,Gaagudju,Australia,AU,,language,wals1
718,dhg,dhan1270,Gaalpu,-12.6666666667,136.75,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
719,gdb,pott1240,Gadaba (Kondekor),18.75,83.5,Central Dravidian,Dravidian,Eurasia,IN,,language,wals1
720,ged,gade1242,Gade,8.66666666667,7.41666666667,Nupoid,Niger-Congo,Africa,NG,,language,wals1
721,gaj,gads1258,Gadsup,-6.25,146.0,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,language,wals1
722,gla,scot1245,Gaelic (Scots),57.0,-4.0,Celtic,Indo-European,Eurasia,GB,,language,wals1
723,gag,gaga1249,Gagauz,46.3333333333,28.6666666667,Turkic,Altaic,Eurasia,MD,,language,wals1
724,gah,alek1238,Gahuku,-6.0,145.416666667,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,language,wals1
725,gbi,gale1259,Galela,2.41666666667,128.333333333,North Halmaheran,West Papuan,Papunesia,ID,,language,wals1
726,glg,gali1258,Galician,43.0,-8.0,Romance,Indo-European,Eurasia,ES,,language,wals1
727,adi,damu1236,Galo,28.1666666667,94.6666666667,Tani,Sino-Tibetan,Eurasia,IN,,language,wals1
728,kld,gami1243,Gamilaraay,-29.8333333333,149.5,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,2 Words derived from Min Nan Chinese te,language,wals1
729,gmo,gamo1244,Gamo,6.66666666667,37.25,North Omotic,Afro-Asiatic,Africa,ET,,language,wals1
730,pwg,gapa1238,Gapapaiwa,-9.75,149.833333333,Oceanic,Austronesian,Papunesia,PG,,language,wals1
731,grt,garo1247,Garo,25.6666666667,90.5,Bodo-Garo,Sino-Tibetan,Eurasia,IN,,language,wals1
732,gbc,gara1261,Garrwa,-17.0833333333,137.166666667,Garrwan,Garrwan,Australia,AU,,language,wals1
733,gyb,garu1246,Garus,-4.95,145.666666667,Madang,Trans-New Guinea,Papunesia,PG,,language,wals1
734,cab,gari1256,Garífuna,15.6666666667,-88.0,Caribbean Arawakan,Arawakan,North America,BZ GT HN,,language,wals1
735,gvo,gavi1246,Gavião,-10.6666666667,-62.0,Monde,Tupian,South America,BR,,language,wals1
736,gay,gayo1244,Gayo,4.5,97.5,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID,,language,wals1
737,gya,,Gbaya (Northwest),6.0,15.0,,,Africa,,,language,wals2
738,gso,,Gbaya (Southwest),4.7,14.96,,,Africa,,,language,wals2
739,gya,nort2775,Gbaya Kara,6.0,15.0,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,CM CF,,language,wals1
740,gbp,gbay1287,Gbeya Bossangoa,6.66666666667,17.5,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,CF,,language,wals1
741,nlg,gela1263,Gela,-9.08333333333,160.25,Oceanic,Austronesian,Papunesia,SB,,language,wals1
742,gio,gela1261,Gelao,22.9166666667,105.5,Kadai,Tai-Kadai,Eurasia,VN,,language,wals1
743,kat,nucl1302,Georgian,42.0,44.0,Kartvelian,Kartvelian,Eurasia,GE,1 Words derived from Sinitic cha,language,wals1
744,deu,stan1295,German,52.0,10.0,Germanic,Indo-European,Eurasia,AT DE CH,2 Words derived from Min Nan Chinese te,language,wals1
745,gsw,swis1247,German (Appenzell),47.3333333333,9.33333333333,Germanic,Indo-European,Eurasia,CH,,language,wals1
746,bar,bava1246,German (Bavarian),49.0,11.5,Germanic,Indo-European,Eurasia,DE AT,,language,wals1
747,deu,stan1295,German (Berlin),52.5,13.3333333333,Germanic,Indo-European,Eurasia,DE,,language,wals1
748,gsw,swis1247,German (Bern),47.0,7.41666666667,Germanic,Indo-European,Eurasia,CH,,language,wals1
749,deu,stan1295,German (Hannover),52.4166666667,9.66666666667,Germanic,Indo-European,Eurasia,DE,,language,wals1
750,deu,stan1295,German (Mansfeldisch),51.5833333333,11.5,Germanic,Indo-European,Eurasia,DE,,language,wals1
751,gsw,swis1247,German (Ostschweiz),47.4166666667,9.25,Germanic,Indo-European,Eurasia,CH,,language,wals1
752,ksh,kols1241,German (Ripuarian),51.0,7.0,Germanic,Indo-European,Eurasia,BE,,language,wals1
753,gsw,swis1247,German (Thurgau),47.5833333333,9.16666666667,Germanic,Indo-European,Eurasia,CH,,language,wals1
754,deu,stan1295,German (Thuringian),51.0,11.0,Germanic,Indo-European,Eurasia,DE,,language,wals1
755,deu,stan1295,German (Timisoara),45.75,21.25,Germanic,Indo-European,Eurasia,RO,,language,wals1
756,bar,bava1246,German (Upper Austrian),47.0,14.0,Germanic,Indo-European,Eurasia,AT,,language,wals1
757,bar,bava1246,German (Viennese),48.1666666667,16.3333333333,Germanic,Indo-European,Eurasia,AT,,language,wals1
758,wep,west2356,German (Westphalian),52.0,7.5,Germanic,Indo-European,Eurasia,DE,,language,wals1
759,gsw,swis1247,German (Zurich),47.4166666667,8.5,Germanic,Indo-European,Eurasia,CH,,language,wals1
760,aaa,ghot1243,Ghotuo,7.08333333333,5.75,Edoid,Niger-Congo,Africa,NG,,language,wals1
761,ghl,ghul1238,Ghulfan,12.0,31.0,Nubian,Eastern Sudanic,Africa,SD,,language,wals1
762,bdy,band1339,Gidabal,-28.4166666667,152.416666667,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
763,gid,gida1247,Gidar,10.0,14.0,Biu-Mandara,Afro-Asiatic,Africa,CM,,language,wals1
764,glk,gila1241,Gilaki,37.3333333333,50.0,Iranian,Indo-European,Eurasia,IR,,language,wals1
765,bcq,benc1235,Gimira,7.0,35.75,North Omotic,Afro-Asiatic,Africa,ET,,language,wals1
766,git,gitx1241,Gitksan,55.3333333333,-127.75,Tsimshianic,Penutian,North America,CA,,language,wals1
767,giz,maro1246,Giziga,10.3333333333,14.1666666667,Biu-Mandara,Afro-Asiatic,Africa,CM,,language,wals1
768,guc,wayu1243,Goajiro,12.0,-72.0,Caribbean Arawakan,Arawakan,South America,VR CO,,language,wals1
769,god,godi1239,Godié,5.41666666667,-5.83333333333,Kru,Niger-Congo,Africa,CI,,language,wals1
770,gdo,ghod1238,Godoberi,42.6666666667,46.0833333333,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,language,wals1
771,ank,goem1240,Goemai,8.66666666667,9.75,West Chadic,Afro-Asiatic,Africa,NG,,language,wals1
772,ggw,gogo1265,Gogodala,-8.08333333333,142.833333333,Gogodala,Gogodala-Suki,Papunesia,PG,,language,wals1
773,gju,guja1253,Gojri,32.75,76.25,Indic,Indo-European,Eurasia,IN,,language,wals1
774,gkn,goka1239,Gokana,4.58333333333,7.33333333333,Cross River,Niger-Congo,Africa,NG,,language,wals1
775,gol,gola1255,Gola,7.25,-10.8333333333,Mel,Niger-Congo,Africa,SL LR,,language,wals1
776,gvf,goli1247,Golin,-6.33333333333,144.75,Chimbu,Trans-New Guinea,Papunesia,PG,,language,wals1
777,ggo,sout2711,Gondi,19.0,81.0,South-Central Dravidian,Dravidian,Eurasia,IN,,language,wals1
778,gni,goon1238,Gooniyandi,-18.3333333333,126.333333333,Bunuban,Bunuban,Australia,AU,,language,wals1
779,gor,goro1259,Gorontalo,0.5,122.0,Greater Central Philippine,Austronesian,Papunesia,ID,2 Words derived from Min Nan Chinese te,language,wals1
780,gow,goro1270,Gorowa,-4.5,36.5,Southern Cushitic,Afro-Asiatic,Africa,TZ,,language,wals1
781,apq,apuc1241,Great Andamanese,12.0,92.6666666667,Great Andamanese,Great Andamanese,Eurasia,IN,,language,wals1
782,grj,barc1235,Grebo,5.0,-8.0,Kru,Niger-Congo,Africa,LR,,language,wals1
783,ell,mode1248,Greek (Cypriot),34.75,33.0,Greek,Indo-European,Eurasia,CY,,language,wals1
784,ell,mode1248,Greek (Modern),39.0,22.0,Greek,Indo-European,Eurasia,GR,1 Words derived from Sinitic cha,language,wals1
785,gss,gree1271,Greek Sign Language,38.5,22.0,Sign Languages,other,Eurasia,GR,,language,wals1
786,kal,kala1399,Greenlandic (East),65.0,-40.0,Eskimo,Eskimo-Aleut,Eurasia,GL,,language,wals1
787,kal,kala1399,Greenlandic (South),60.0,-44.0,Eskimo,Eskimo-Aleut,Eurasia,GL,,language,wals1
788,kal,kala1399,Greenlandic (West),64.0,-51.0,Eskimo,Eskimo-Aleut,Eurasia,GL,,language,wals1
789,gcf,guad1242,Guadeloupe Creole,16.25,-61.5,Creoles and Pidgins,other,North America,GP,2 Words derived from Min Nan Chinese te,language,wals1
790,guh,guah1255,Guahibo,5.0,-69.0,Guahiban,Guahiban,South America,CO,,language,wals1
791,gub,guaj1255,Guajajara,-5.0,-46.0,Tupi-Guaraní,Tupian,South America,BR,,language,wals1
792,gum,guam1248,Guambiano,2.5,-76.6666666667,Barbacoan,Barbacoan,South America,CO,,language,wals1
793,gva,guan1268,Guana,-22.0,-58.0,Mascoian,Mascoian,South America,PY,,language,wals1
794,gvc,guan1269,Guanano,0.833333333333,-69.5,Tucanoan,Tucanoan,South America,BR CO,,language,wals1
795,,cari1279,Guaque,1.0,-72.0833333333,Cariban,Cariban,South America,CO,,language,wals1
796,gug,para1311,Guaraní,-26.0,-56.0,Tupi-Guaraní,Tupian,South America,PY,2 Words derived from Min Nan Chinese te,language,wals1
797,var,huar1255,Guarijío,27.75,-108.666666667,Tarahumaran,Uto-Aztecan,North America,MX,,language,wals1
798,gta,guat1253,Guató,-17.0,-58.0,Guató,Guató,South America,BR,,language,wals1
799,guo,guay1257,Guayabero,2.83333333333,-72.0,Guahiban,Guahiban,South America,CO,,language,wals1
800,gde,gude1246,Gude,10.4166666667,13.4166666667,Biu-Mandara,Afro-Asiatic,Africa,CM NG,,language,wals1
801,gdf,gudu1252,Guduf,11.2333333333,13.8,Biu-Mandara,Afro-Asiatic,Africa,CM NG,,language,wals1
802,gxx,guer1240,Guere,6.66666666667,-7.75,Kru,Niger-Congo,Africa,CI,,language,wals1
803,ktd,koka1244,Gugada,-30.0,134.0,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
804,ggd,guga1239,Gugadj,-18.5,140.5,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
805,ghs,guhu1244,Guhu-Samane,-8.0,147.333333333,Binanderean,Trans-New Guinea,Papunesia,PG,,language,wals1
806,gcr,guia1246,Guianese French Creole,5.0,-53.0,Creoles and Pidgins,other,South America,GF,,language,wals1
807,pov,uppe1455,Guinea Bissau Crioulo,12.0,-15.0,Creoles and Pidgins,other,Africa,GW,,language,wals1
808,guj,guja1252,Gujarati,23.0,72.0,Indic,Indo-European,Eurasia,IN,1 Words derived from Sinitic cha,language,wals1
809,glu,gula1269,Gula (in Central African Republic),9.5,22.5,Bongo-Bagirmi,Central Sudanic,Africa,CF,,language,wals1
810,glj,gula1265,Gula Iro,10.25,19.4166666667,Adamawa,Niger-Congo,Africa,TD,,language,wals1
811,gnn,guma1253,Gumatj,-12.5,135.5,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
812,gvs,guma1254,Gumawana,-9.25,150.833333333,Oceanic,Austronesian,Papunesia,PG,,language,wals1
813,kgs,kumb1268,Gumbaynggir,-30.1666666667,152.5,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
814,guk,gumu1244,Gumuz,12.5,35.8333333333,Gumuz,Gumuz,Africa,ET SD,,language,wals1
815,wlg,kunb1251,Gunbalang,-12.0,134.0,Gunwinygic,Gunwinyguan,Australia,AU,,language,wals1
816,guw,gunn1250,Gungbe,6.5,2.5,Kwa,Niger-Congo,Africa,BJ,,language,wals1
817,gww,kwin1241,Gunin,-14.25,126.666666667,Worrorran,Worrorran,Australia,AU,,language,wals1
818,yas,nugu1242,Gunu,4.58333333333,11.25,Bantoid,Niger-Congo,Africa,CM,,language,wals1
819,gyy,guny1241,Gunya,-26.5,146.5,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
820,guf,gupa1247,Gupapuyngu,-12.0,136.0,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
821,gnr,gure1255,Gureng Gureng,-25.25,151.0,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
822,gur,fare1241,Gurenne,10.8333333333,-0.916666666667,Gur,Niger-Congo,Africa,GH,,language,wals1
823,gue,guri1247,Gurindji,-17.6666666667,130.666666667,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
824,gux,gour1243,Gurma,12.25,1.0,Gur,Niger-Congo,Africa,BF,,language,wals1
825,gux,gour1243,Gurma (Togo),10.75,0.666666666667,Gur,Niger-Congo,Africa,BF,,language,wals1
826,goa,guro1248,Guro,7.0,-6.0,Eastern Mande,Mande,Africa,CI,,language,wals1
827,gge,gura1252,Gurr-goni,-12.25,134.416666667,Burarran,Mangrida,Australia,AU,,language,wals1
828,ggn,guru1261,Gurung,28.3333333333,84.3333333333,Bodic,Sino-Tibetan,Eurasia,NP,,language,wals1
829,guz,gusi1247,Gusii,-0.75,34.8333333333,Bantoid,Niger-Congo,Africa,KE,,language,wals1
830,gbj,bodo1267,Gutob,19.0,83.6666666667,Munda,Austro-Asiatic,Eurasia,IN,,language,wals1
831,kky,gugu1255,Guugu Yimidhirr,-15.0,144.833333333,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,language,wals1
832,gbr,gbag1258,Gwari,9.5,7.0,Nupoid,Niger-Congo,Africa,NG,,language,wals1
833,kcg,tyap1238,Gworok,9.91666666667,8.16666666667,Platoid,Niger-Congo,Africa,NG,,language,wals1
834,jya,jiar1239,Gyarong (Cogtse),31.5,102.0,rGyalrong,Sino-Tibetan,Eurasia,CN,,language,wals1
835,gaa,gaaa1244,Gã,5.66666666667,-0.166666666667,Kwa,Niger-Congo,Africa,GH,,language,wals1
836,pue,puel1244,Gününa Küne,-41.0,-67.0,Puelche,Chon,South America,AR,,language,wals1
837,hts,hadz1240,Hadza,-3.75,35.1666666667,Hadza,Hadza,Africa,TZ,,language,wals1
838,hax,haid1248,Haida,53.0,-132.0,Haida,Haida,North America,CA US,,language,wals1
839,hdn,nort2938,Haida (Northern),54.0,-132.5,Haida,Haida,North America,CA,,language,wals1
840,has,hais1244,Haisla,54.0,-128.75,Northern Wakashan,Wakashan,North America,CA,,language,wals1
841,hat,hait1244,Haitian Creole,19.0,-72.5,Creoles and Pidgins,other,North America,HT,,language,wals1
842,hak,hakk1236,Hakka,25.0,116.0,Chinese,Sino-Tibetan,Eurasia,CN,,language,wals1
843,hal,hala1252,Halang,14.5,107.5,Bahnaric,Austro-Asiatic,Eurasia,VN,,language,wals1
844,hlb,halb1244,Halbi,21.0,81.0,Indic,Indo-European,Eurasia,IN,,language,wals1
845,hla,hali1244,Halia,-5.25,154.666666667,Oceanic,Austronesian,Papunesia,PG,,language,wals1
846,hur,halk1245,Halkomelem (Island),49.2,-123.0,Central Salish,Salishan,North America,CA,,language,wals1
847,hur,halk1245,Halkomelem (Upriver),49.25,-121.916666667,Central Salish,Salishan,North America,CA,,language,wals1
848,amf,hame1242,Hamer,5.0,36.5,South Omotic,Afro-Asiatic,Africa,ET,,language,wals1
849,hmt,hamt1247,Hamtai,-7.5,146.25,Angan,Trans-New Guinea,Papunesia,PG,,language,wals1
850,wos,hang1263,Hanga Hundi,-3.83333333333,142.916666667,Middle Sepik,Sepik,Papunesia,PG,,language,wals1
851,hni,hani1248,Hani,23.0,103.0,Burmese-Lolo,Sino-Tibetan,Eurasia,CN,,language,wals1
852,hnn,hanu1241,Hanunóo,12.3333333333,121.25,Greater Central Philippine,Austronesian,Papunesia,PH,,language,wals1
853,har,hara1271,Harari,9.25,42.1666666667,Semitic,Afro-Asiatic,Africa,ET,,language,wals1
