,iso,glcode,language,level,branch,family,macroarea,country,lat,lon,from
2336,,beir1241,Beira,dialect,,Indo-European,Eurasia,,,,glot
2337,,gomn1238,Beiya,dialect,,Atlantic-Congo,Africa,,,,glot
2338,,beic1238,Beiço de Pau,dialect,,nucl1710,South America,,,,glot
2339,bej,beja1238,Beja,language,Beja,Afro-Asiatic,Africa,ER SD,18.0,36.0,wals1
2340,,beka1240,Beka,dialect,,Atlantic-Congo,Africa,,,,glot
2341,,beke1238,Bekeni,dialect,,Atlantic-Congo,Africa,,,,glot
2342,,beku1238,Bekuma,dialect,,Atlantic-Congo,Africa,,,,glot
2343,bkv,bekw1241,Bekwarra,language,,Atlantic-Congo,Africa,NG,6.73737,8.86489,glot
2344,bkw,bekw1242,Bekwil,language,,Atlantic-Congo,Africa,CG CM GA,1.71801,14.6527,glot
2345,,beky1238,Bekye,dialect,,Atlantic-Congo,Africa,,,,glot
2346,,bell1262,Bel,family,,Austronesian,,,,,glot
2347,,belr1234,Bel-Roinji-Nenaya,family,,Austronesian,,,,,glot
2348,,bela1258,Belanda,dialect,,Austronesian,Eurasia,,,,glot
2349,bxb,bela1256,Belanda Bor,language,,nilo1247,Africa,SS,6.6503,27.8232,glot
2350,bvi,bela1255,Belanda Viri,language,,Atlantic-Congo,Africa,SS,7.41311,27.6956,glot
2351,,bela1261,Belang,dialect,,Austronesian,Papunesia,,,,glot
2352,,bela1262,Belangin,dialect,,Austronesian,Papunesia,,,,glot
2353,,bela1257,Belantikan,dialect,,Austronesian,Papunesia,,,,glot
2354,bel,bela1254,Belarusian,language,,Indo-European,Eurasia,BY LT LV PL RU UA,53.2307,25.6038,glot
2355,,bela1259,Belayan,dialect,,Austronesian,Papunesia,,,,glot
2356,,bele1248,Bele,dialect,,Atlantic-Congo,Africa,,,,glot
2357,,bele1252,Belebele,dialect,,Austronesian,Papunesia,,,,glot
2358,,bele1251,Belebele I,dialect,,Austronesian,Papunesia,,,,glot
2359,,bele1249,Beledugu,dialect,,mand1469,Africa,,,,glot
2360,yly,nyal1254,Belep,language,,Austronesian,Papunesia,NC,-19.72,163.66,glot
2361,,bele1250,Belep Proper,dialect,,Austronesian,Papunesia,,,,glot
2362,,belg1240,Belgian Picard,dialect,,Indo-European,Eurasia,,,,glot
2363,bvs,belg1241,Belgian Sign Language,language,,,,,,,glot
2364,byw,belh1239,Belhare,language,Mahakiranti,Sino-Tibetan,Eurasia,NP,26.9666666667,87.3,wals1
2365,byw,belh1239,Belhariya,language,,Sino-Tibetan,Eurasia,NP,26.9972,87.2783,glot
2366,bey,beli1258,Beli (Papua New Guinea),language,,nucl1708,Papunesia,PG,-3.67881,142.34,glot
2367,blm,beli1257,Beli (South Sudan),language,,cent2225,Africa,SS,6.40428,29.7954,glot
2368,,beli1262,Belide,dialect,,Austronesian,Papunesia,,,,glot
2369,bzj,beli1260,Belize Kriol English,language,,Indo-European,North America,BZ US,17.3941,-88.6281,glot
2370,,beli1261,Belize-Miskito Creole English,family,,Indo-European,,,,,glot
2371,,bell1263,Bella Bella,dialect,,waka1280,North America,,,,glot
2372,blc,bell1243,Bella Coola,language,Bella Coola,Salishan,North America,CA,52.5,-126.666666667,wals1
2373,brw,bell1261,Bellari,language,,Dravidian,Eurasia,IN,12.58518,76.10249,glot
2374,,bell1264,Belle-Isle Pidgin,language,,pidg1258,North America,CA,,,glot
2375,glb,beln1234,Belneng,language,,Afro-Asiatic,Africa,NG,9.221681,9.534716,glot
2376,bel,bela1254,Belorussian,language,Slavic,Indo-European,Eurasia,BY,54.0,28.0,wals1
2377,,belt1239,Beltir,dialect,,Turkic,Eurasia,,,,glot
2378,,belu1239,Belueli,language,,Atlantic-Congo,Africa,CD,1.314698,28.933744,glot
2379,,bema1240,Bemar,dialect,,cent2225,Africa,,,,glot
2380,bmy,bemb1258,Bemba,language,Bantoid,Niger-Congo,Africa,CD,-10.0,28.25,wals1
2381,bmy,bemb1258,Bemba (Democratic Republic of Congo),language,,,Africa,,-10.0,28.08,glot
2382,,bemb1256,Bemba (M.40),family,,Atlantic-Congo,,,,,glot
2383,bem,bemb1257,Bemba (Zambia),language,,Atlantic-Congo,Africa,BW CD MW ZM,-10.6122,29.2993,glot
2384,bmb,bemb1255,Bembe,language,,Atlantic-Congo,Africa,CD TZ,-4.49057,29.0507,glot
2385,,bemb1259,Bembe (Mabaale),dialect,,Atlantic-Congo,Africa,,,,glot
2386,,bemb1260,Bembe-Buyu-Binja,family,,Atlantic-Congo,,,,,glot
2387,,bemi1238,Bemili,dialect,,Atlantic-Congo,Africa,,,,glot
2388,dbt,bent1238,Ben Tey Dogon,language,,dogo1299,Africa,ML,14.78,-2.94,glot
2389,,beng1285,Ben-Gban,family,,mand1469,,,,,glot
2390,,benl1235,Ben-Lomond-Cape-Portland,language,,nort1442,Australia,AU,-41.326418,147.787122,glot
2391,,bena1259,Bena,family,,Atlantic-Congo,,,,,glot
2392,yun,bena1260,Bena (Nigeria),language,,Atlantic-Congo,Africa,NG,9.74861,12.3972,glot
2393,bez,bena1262,Bena (Tanzania),language,,Atlantic-Congo,Africa,TZ,-9.26671,35.0364,glot
2394,,bena1263,Bena Lulua,dialect,,Atlantic-Congo,Africa,,,,glot
2395,,bena1273,Bena-Hehe,family,,Atlantic-Congo,,,,,glot
2396,lua,luba1249,Bena-Lulua,language,Bantoid,Niger-Congo,Africa,CD,-6.0,21.0,wals1
2397,,bena1258,Bena-Mboi,family,,Atlantic-Congo,,,,,glot
2398,,bena1268,Benaadir,dialect,,Afro-Asiatic,Africa,,,,glot
2399,bef,bena1264,Benabena,language,,Nuclear Trans New Guinea,Papunesia,PG,-6.09974,145.534,glot
2400,,bena1257,Benarsi,dialect,,Indo-European,Eurasia,,,,glot
2401,,bena1272,Benatha,dialect,,Afro-Asiatic,Eurasia,,,,glot
2402,bcq,benc1235,Bench,language,,gong1255,Africa,ET,7.04682,35.7673,glot
2403,bdp,bend1258,Bende,language,,Atlantic-Congo,Africa,TZ,-6.22082,30.5926,glot
2404,,bend1261,Bende-Tongwe,family,,Atlantic-Congo,,,,,glot
2405,,bend1259,Bendeghe Etung,dialect,,Atlantic-Congo,Africa,,,,glot
2406,bct,bend1260,Bendi,language,,cent2225,Africa,CD,2.20229,30.3679,glot
2407,,bend1238,Bendi (China),dialect,,taik1256,Eurasia,,,,glot
2408,,bend1257,Bendi (Nigeria),dialect,,Atlantic-Congo,Africa,,,,glot
2409,,bend1256,Bendic,family,,Atlantic-Congo,,,,,glot
2410,,bene1244,Bene,dialect,,Atlantic-Congo,Africa,,,,glot
2411,,bene1236,Benedictine Sign Language,dialect,,,Eurasia,,,,glot
2412,,bene1245,Benehes,dialect,,Austronesian,Papunesia,,,,glot
2413,nhb,beng1286,Beng,language,Eastern Mande,Mande,Africa,CI,7.83333333333,-4.25,wals1
2414,bng,beng1282,Benga,language,,Atlantic-Congo,Africa,GA GQ,1.075766,9.600739,glot
2415,,beng1289,Bengaic,family,,Atlantic-Congo,,,,,glot
2416,ben,beng1280,Bengali,language,Indic,Indo-European,Eurasia,IN BD,24.0,90.0,wals1
2417,ctg,chit1275,Bengali (Chittagong),language,Indic,Indo-European,Eurasia,BD,22.3333333333,91.8333333333,wals1
2418,,beng1283,Benge,dialect,,mand1469,Africa,,,,glot
2419,,beng1281,Benge (Congo),dialect,,Atlantic-Congo,Africa,,,,glot
2420,,beng1288,Benggaulu,dialect,,Austronesian,Papunesia,,,,glot
2421,bgy,beng1287,Benggoi,language,,Austronesian,Papunesia,ID,-3.13924,130.091,glot
2422,,beng1291,Bengic,family,,mand1469,,,,,glot
2423,bke,beng1290,Bengkulu,language,,,,,,,glot
2424,,beni1252,Beni Bou Yhi,dialect,,Afro-Asiatic,Africa,,,,glot
2425,,beni1249,Beni Iznassen,dialect,,Afro-Asiatic,Africa,MA,34.9167,-2.3167,glot
2426,,beni1251,Beni Oulichek,dialect,,Afro-Asiatic,Africa,,,,glot
2427,,beni1241,Beni Sheko,dialect,,east2386,Africa,,,,glot
2428,,beni1250,Beni Touzine,dialect,,Afro-Asiatic,Africa,,,,glot
2429,,beni1253,Beni-3Amer Tigre,dialect,,Afro-Asiatic,Africa,,,,glot
2430,,beni1248,Beni-Amir,dialect,,Afro-Asiatic,Africa,,,,glot
2431,,beno1238,Benoye,dialect,,cent2225,Africa,,,,glot
2432,,bens1234,Bensbach,dialect,,more1255,Papunesia,,,,glot
2433,bnu,bent1237,Bentong,language,,Austronesian,Papunesia,ID,-4.76004,119.806,glot
2434,,benu1246,Benua,dialect,,Austronesian,Papunesia,,,,glot
2435,,benu1247,Benue-Congo,family,,Atlantic-Congo,,,,,glot
2436,,benu1249,Benue-Congo Central Plateau,family,,Atlantic-Congo,,,,,glot
2437,,benu1248,Benue-Congo Plateau,family,,Atlantic-Congo,,,,,glot
2438,byd,beny1237,Benyadu',language,,Austronesian,Papunesia,ID,0.78534,109.753,glot
2439,,beny1238,Benyadu-Bekati,family,,Austronesian,,,,,glot
2440,,benz1238,Benza,dialect,,Atlantic-Congo,Africa,,,,glot
2441,,beoo1241,Beo,dialect,,Austronesian,Papunesia,,,,glot
2442,,beoo1240,Beo (Democratic Republic of Congo),dialect,,Atlantic-Congo,Africa,,,,glot
2443,bue,beot1247,Beothuk,language,Beothuk,Beothuk,North America,CA,48.0,-57.0,wals1
2444,bie,bepo1240,Bepour,language,,Nuclear Trans New Guinea,Papunesia,PG,-4.5985,145.442,glot
2445,,beqa1238,Beqaa Arabic,dialect,,Afro-Asiatic,Eurasia,,,,glot
2446,brf,bera1259,Bera,language,,Atlantic-Congo,Africa,CD,1.50054,30.0293,glot
2447,brf,,Bera,language,,,Africa,,1.5,30.03,wals2
2448,,bera1260,Bera (Cameroon),dialect,,Atlantic-Congo,Africa,,,,glot
2449,,bera1250,Berad,dialect,,Dravidian,Eurasia,,,,glot
2450,bxv,bera1261,Berakou,language,,cent2225,Africa,TD,12.5,15.0,glot
2451,,bera1265,Berau,dialect,,Austronesian,Papunesia,,,,glot
2452,bve,bera1262,Berau Malay,language,,Austronesian,Papunesia,ID,1.6687,117.934,glot
2453,,bera1266,Berau-Brunei Malay,family,,Austronesian,,,,,glot
2454,lod,bera1264,Berawan,family,,Austronesian,,,,,glot
2455,,bera1263,Berawan-Lower Baram,family,,Austronesian,,,,,glot
2456,,berb1260,Berber,family,,Afro-Asiatic,,,,,glot
2457,tzm,cent2194,Berber (Ayt Seghrouchen Middle Atlas),language,Berber,Afro-Asiatic,Africa,MA,33.3333333333,-4.66666666667,wals1
2458,shy,tach1249,Berber (Chaouia),language,Berber,Afro-Asiatic,Africa,DZ,35.0,7.0,wals1
2459,,,Berber (Figuig),language,Berber,Afro-Asiatic,,MA,32.5,-1.5,wals1
2460,tzm,cent2194,Berber (Middle Atlas),language,Berber,Afro-Asiatic,Africa,MA,33.0,-5.0,wals1
2461,mzb,tumz1238,Berber (Mzab),language,Berber,Afro-Asiatic,Africa,DZ,32.5,3.5,wals1
2462,rif,tari1263,Berber (Rif),language,Berber,Afro-Asiatic,Africa,DZ MA,34.5,-4.0,wals1
2463,siz,siwi1239,Berber (Siwa),language,Berber,Afro-Asiatic,Africa,EG,29.1666666667,25.5,wals1
2464,oua,taga1278,Berber (Wargla),language,Berber,Afro-Asiatic,Africa,DZ,31.9166666667,5.33333333333,wals1
2465,,berb1261,Berbey Sign Language,language,,,Africa,,15.278462,-1.769086,glot
2466,brc,berb1259,Berbice Creole Dutch,language,,Indo-European,South America,GY,5.3829,-58.0002,glot
2467,brc,berb1259,Berbice Dutch Creole,language,Creoles and Pidgins,other,South America,GY,5.33333333333,-58.0,wals1
2468,,berb1238,Berbou,dialect,,Atlantic-Congo,Africa,,,,glot
2469,,bere1249,Beregadougou-Toumousseni,dialect,,Atlantic-Congo,Africa,,,,glot
2470,,bere1251,Berens River Ojibwa,dialect,,algi1248,North America,,,,glot
2471,,bere1248,Bereya,dialect,,Atlantic-Congo,Africa,,,,glot
2472,,bere1252,Berezover Khanty,dialect,,Uralic,Eurasia,,,,glot
2473,,berg1241,Bergamasco,dialect,,Indo-European,Eurasia,,,,glot
2474,zag,zagh1240,Beria,language,Eastern Saharan,Saharan,Africa,SD TD,16.0,23.0,wals1
2475,bkl,beri1254,Berik,language,Tor,Tor-Orya,Papunesia,ID,-2.25,138.833333333,wals1
2476,,king1259,Bering Strait Inupiatun,dialect,,eski1264,North America,,,,glot
2477,bit,beri1253,Berinomo,language,,sepi1257,Papunesia,PG,-4.41689,142.463,glot
2478,,berj1234,Berjozovka,dialect,,tung1282,Eurasia,,,,glot
2479,,berk1234,Berkshire,dialect,,Indo-European,Eurasia,,,,glot
2480,,berl1235,Berlin German,dialect,,Indo-European,Eurasia,,,,glot
2481,,berm1242,Bermejo Vejoz,dialect,,mata1289,South America,,,,glot
2482,,bern1242,Bernese,dialect,,Indo-European,Eurasia,,,,glot
2483,,bero1246,Bero,dialect,,Afro-Asiatic,Africa,,,,glot
2484,bom,bero1242,Berom,language,,Atlantic-Congo,Africa,NG,9.67037,8.81221,glot
2485,,bero1241,Beromic,family,,Atlantic-Congo,,,,,glot
2486,,berr1239,Berrichon,dialect,,Indo-European,Eurasia,,,,glot
2487,wti,bert1248,Berta,language,Berta,Berta,Africa,ET SD,10.3333333333,34.6666666667,wals1
2488,byt,bert1249,Berti,language,,saha1256,Africa,SD,14.67,25.83,glot
2489,,besa1242,Besali,dialect,,Atlantic-Congo,Africa,,,,glot
2490,,bese1241,Besembo,dialect,,Atlantic-Congo,Africa,,,,glot
2491,,bese1242,Besep,dialect,,Atlantic-Congo,Africa,,,,glot
2492,,bese1243,Besermyan,dialect,,Uralic,Eurasia,,,,glot
2493,mhe,besi1244,Besisi,language,,Austroasiatic,Eurasia,MY,2.717,101.676,glot
2494,,besl1239,Besleri,dialect,,Afro-Asiatic,Africa,,,,glot
2495,bes,besm1235,Besme,language,,Atlantic-Congo,Africa,TD,9.59226,16.0938,glot
2496,bep,beso1237,Besoa,language,,Austronesian,Papunesia,ID,-1.60095,120.379,glot
2497,,bess1237,Bessarabian Yiddish,dialect,,Indo-European,Eurasia,,,,glot
2498,,betg1234,Bet-Guk,dialect,,Afro-Asiatic,Africa,,,,glot
2499,bfe,beta1253,Betaf,language,,toro1256,Papunesia,ID,-2.12422,139.255,glot
2500,,beta1259,Betaf-Vitou,family,,toro1256,,,,,glot
2501,,beta1249,Betau,dialect,,Austroasiatic,Eurasia,,,,glot
2502,bew,beta1252,Betawi,language,,Austronesian,Papunesia,ID,-6.21174,107.022,glot
2503,,beta1260,Betawic,family,,Austronesian,,,,,glot
2504,,bete1263,Bete,dialect,,Atlantic-Congo,Africa,,,,glot
2505,byf,bete1261,Bete (Yukubenic),language,,Atlantic-Congo,Africa,NG,7.02128,9.74302,glot
2506,btt,bete1262,Bete-Bendi,language,,Atlantic-Congo,Africa,NG,6.62037,9.20189,glot
2507,,bete1266,Bete-Lufu,family,,Atlantic-Congo,,,,,glot
2508,,bete1267,Bete-Obanliku,family,,Atlantic-Congo,,,,,glot
2509,,bete1265,Beteic,family,,krua1234,,,,,glot
2510,,bete1264,Beten,dialect,,Atlantic-Congo,Africa,,,,glot
2511,,beti1249,Beti,dialect,,Atlantic-Congo,Africa,,,,glot
2512,btb,beti1250,Beti (Cameroon),language,,,Africa,,3.22265,11.6896,glot
2513,eot,beti1248,Beti (Côte d'Ivoire),language,,Atlantic-Congo,Africa,CI,5.26495,-3.28627,glot
2514,,beti1247,Betise',dialect,,Austroasiatic,Eurasia,,,,glot
2515,,beto1236,Betoi,language,Betoi,Betoi,South America,VR CO,7.16666666667,-71.25,wals1
2516,,beto1237,Betoi,dialect,,beto1236,South America,,,,glot
2517,,beto1236,Betoi-Jirara,language,,nan,South America,VE,7.223906,-71.420238,glot
2518,,bets1235,Betsileo,dialect,,Austronesian,Africa,,,,glot
2519,xub,bett1235,Betta Kurumba,language,Southern Dravidian,Dravidian,Eurasia,IN,11.5,76.75,wals1
2520,,betu1237,Betul,dialect,,Dravidian,Eurasia,,,,glot
2521,,beuu1238,Beu,dialect,,krua1234,Africa,,,,glot
2522,,beve1238,Bevelands,dialect,,Indo-European,Eurasia,,,,glot
2523,,bewa1242,Bewani,family,,bord1247,,,,,glot
2524,,beyl1234,Beylan,dialect,,Indo-European,Eurasia,,,,glot
2525,,beza1235,Bezanozano,dialect,,Austronesian,Africa,,,,glot
2526,,bezh1247,Bezhedukh,dialect,,abkh1242,Eurasia,,,,glot
2527,kap,bezh1248,Bezhta,language,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,42.0833333333,46.1666666667,wals1
2528,,bezs1238,Bezshagh,dialect,,abkh1242,Eurasia,,,,glot
2529,,bhac1238,Bhaca,dialect,,Atlantic-Congo,Africa,,,,glot
2530,,bhad1242,Bhadauri,dialect,,Indo-European,Eurasia,,,,glot
2531,bhd,bhad1241,Bhadrawahi,language,,Indo-European,Eurasia,IN,33.2851,75.8707,glot
2532,,bhad1243,Bhadrawahi-Bhalesi-Curahi,family,,Indo-European,,,,,glot
2533,,bhag1238,Bhagira,dialect,,cent2225,Africa,,,,glot
2534,,bakt1238,Bhaktapur-Thimi,dialect,,Sino-Tibetan,Eurasia,,,,glot
2535,bhx,bhal1245,Bhalay,language,,,Eurasia,,21.2665,77.8268,glot
2536,,bhal1244,Bhalesi,dialect,,Indo-European,Eurasia,IN,33.3947,76.1352,glot
